timestamp,pressure_psi,temperature_c,flow_rate_m3h,stress_factor,vibration_mm_s,wall_thickness_mm,anomaly_flag,anomaly_type,pipeline_segment,location_km
2025-10-04 23:00:00,1200.63,5.19,52555.83,0.1627,0.423,12.7,0,,Segment_4,0
2025-10-05 00:00:00,1075.62,4.11,51546.8,0.2141,0.576,12.61,0,,Segment_3,100
2025-10-05 01:00:00,1575.8,4.35,49360.84,0.2888,0.43,12.644,1,pressure_spike,Segment_3,0
2025-10-05 02:00:00,1251.83,9.13,47418.57,0.1208,0.712,12.716,0,,Segment_5,50
2025-10-05 03:00:00,1188.06,10.86,48043.83,0.0778,0.416,12.742,0,,Segment_4,100
2025-10-05 04:00:00,1201.14,8.69,47133.32,0.1122,0.462,12.782,0,,Segment_2,100
2025-10-05 05:00:00,1079.57,10.84,48487.16,0.1116,0.657,12.74,0,,Segment_1,50
2025-10-05 06:00:00,1191.47,11.75,50756.24,0.0561,0.339,12.624,0,,Segment_1,25
2025-10-05 07:00:00,1240.94,10.22,49945.56,0.0857,0.4,12.774,0,,Segment_5,25
2025-10-05 08:00:00,1244.28,9.41,48230.75,0.1092,0.486,12.646,0,,Segment_2,25
2025-10-05 09:00:00,1140.64,5.75,51041.88,0.1648,0.376,12.667,0,,Segment_1,100
2025-10-05 10:00:00,1210.16,6.36,50995.82,0.139,0.43,12.724,0,,Segment_3,75
2025-10-05 11:00:00,1089.94,5.55,50258.93,0.18,0.357,12.682,0,,Segment_1,25
2025-10-05 12:00:00,1229.0,3.94,48289.68,0.1858,0.399,12.631,0,,Segment_5,25
2025-10-05 13:00:00,1234.98,6.54,52176.31,0.1516,0.466,12.675,0,,Segment_1,75
2025-10-05 14:00:00,1168.88,4.99,50189.63,0.1617,0.31,12.716,0,,Segment_3,25
2025-10-05 15:00:00,1255.1,2.42,47405.68,0.2227,0.422,12.649,0,,Segment_3,75
2025-10-05 16:00:00,1240.53,-0.65,48059.73,0.2599,0.283,12.637,0,,Segment_5,25
2025-10-05 17:00:00,1228.11,1.98,46273.97,0.2271,0.43,12.774,0,,Segment_1,25
2025-10-05 18:00:00,1167.55,0.42,48791.96,0.2367,0.411,12.698,0,,Segment_5,50
2025-10-05 19:00:00,1315.84,-0.72,50245.8,0.2759,0.426,12.646,0,,Segment_3,75
2025-10-05 20:00:00,1279.48,1.62,51975.27,0.239,0.492,12.667,0,,Segment_2,100
2025-10-05 21:00:00,1227.11,2.34,50825.44,0.204,0.568,12.742,0,,Segment_2,50
2025-10-05 22:00:00,1170.73,0.09,52079.83,0.2458,0.528,12.677,0,,Segment_3,100
2025-10-05 23:00:00,1139.93,3.95,48335.18,0.1958,0.661,12.741,0,,Segment_3,25
2025-10-06 00:00:00,1257.02,0.9,45639.31,0.2567,0.44,12.683,0,,Segment_4,75
2025-10-06 01:00:00,1162.79,9.72,51196.33,0.0987,0.548,12.616,0,,Segment_4,0
2025-10-06 02:00:00,1174.52,11.12,47778.13,0.08,0.597,12.649,0,,Segment_4,100
2025-10-06 03:00:00,1171.09,8.95,68018.38,0.2085,0.526,12.646,1,flow_surge,Segment_4,0
2025-10-06 04:00:00,1193.74,12.15,53017.38,0.063,0.583,12.712,0,,Segment_1,75
2025-10-06 05:00:00,1192.14,10.73,53902.71,0.0901,0.694,12.651,0,,Segment_5,25
2025-10-06 06:00:00,1167.23,8.68,50425.33,0.1083,0.6,12.712,0,,Segment_3,50
2025-10-06 07:00:00,1178.56,12.79,50227.7,0.0416,0.486,12.691,0,,Segment_4,0
2025-10-06 08:00:00,1113.87,8.9,49396.7,0.1238,0.315,12.75,0,,Segment_5,25
2025-10-06 09:00:00,1209.13,9.51,50983.41,0.0913,0.422,12.751,0,,Segment_2,0
2025-10-06 10:00:00,1258.39,10.03,52658.83,0.11,0.467,12.652,0,,Segment_2,75
2025-10-06 11:00:00,1172.82,4.61,47177.47,0.1818,0.373,12.66,0,,Segment_3,0
2025-10-06 12:00:00,1225.46,3.35,49499.81,0.1862,0.468,12.708,0,,Segment_4,100
2025-10-06 13:00:00,1154.94,3.98,51401.29,0.1887,0.458,12.679,0,,Segment_1,25
2025-10-06 14:00:00,1115.14,0.46,49329.64,0.2504,0.489,12.754,0,,Segment_5,100
2025-10-06 15:00:00,1215.57,3.04,48126.95,0.1958,0.723,12.716,0,,Segment_2,25
2025-10-06 16:00:00,1204.79,-0.08,50616.07,0.2314,0.48,12.735,0,,Segment_5,50
2025-10-06 17:00:00,1146.75,0.22,48590.36,0.2479,0.631,12.666,0,,Segment_5,25
2025-10-06 18:00:00,1197.49,0.89,50365.88,0.2147,0.645,12.701,0,,Segment_5,100
2025-10-06 19:00:00,1184.9,-0.18,49911.12,0.2333,0.564,12.643,0,,Segment_3,50
2025-10-06 20:00:00,1211.37,2.09,51367.09,0.2056,0.451,12.745,0,,Segment_5,50
2025-10-06 21:00:00,1219.4,4.22,50811.12,0.173,0.584,12.632,0,,Segment_3,25
2025-10-06 22:00:00,1151.23,2.93,51767.59,0.2079,0.467,12.726,0,,Segment_1,25
2025-10-06 23:00:00,1193.26,3.23,46771.41,0.1982,0.556,12.656,0,,Segment_5,25
2025-10-07 00:00:00,1198.89,3.77,51038.34,0.1751,0.542,12.71,0,,Segment_2,50
2025-10-07 01:00:00,1209.62,6.8,50891.37,0.1316,0.651,12.792,0,,Segment_4,100
2025-10-07 02:00:00,1309.54,3.41,48382.44,0.22,0.247,12.684,0,,Segment_2,25
2025-10-07 03:00:00,1207.39,7.88,46849.05,0.1281,0.45,12.61,0,,Segment_1,75
2025-10-07 04:00:00,1231.56,9.87,47825.4,0.1005,0.362,12.806,0,,Segment_2,25
2025-10-07 05:00:00,1175.74,9.14,50480.06,0.0988,0.488,12.717,0,,Segment_5,50
2025-10-07 06:00:00,1172.62,8.51,50831.58,0.1115,0.455,12.661,0,,Segment_2,100
2025-10-07 07:00:00,1215.79,12.98,51103.97,0.0421,0.499,12.715,0,,Segment_5,75
2025-10-07 08:00:00,1287.49,6.95,48578.75,0.1584,0.587,12.829,0,,Segment_5,75
2025-10-07 09:00:00,1164.32,9.64,49131.39,0.0975,0.405,12.726,0,,Segment_2,75
2025-10-07 10:00:00,1110.56,6.78,48191.54,0.164,0.396,12.682,0,,Segment_1,100
2025-10-07 11:00:00,1234.2,2.63,50092.03,0.1976,0.492,12.633,0,,Segment_5,25
2025-10-07 12:00:00,1203.46,2.65,47573.45,0.201,0.387,12.757,0,,Segment_2,75
2025-10-07 13:00:00,1225.6,4.33,46520.15,0.1894,0.188,12.71,0,,Segment_1,0
2025-10-07 14:00:00,1164.72,4.0,52256.92,0.1903,0.519,12.703,0,,Segment_5,0
2025-10-07 15:00:00,1131.56,3.3,51449.38,0.207,0.45,12.684,0,,Segment_5,25
2025-10-07 16:00:00,1190.07,-0.81,53449.93,0.2612,0.447,12.628,0,,Segment_2,25
2025-10-07 17:00:00,1238.69,-1.42,47904.54,0.2718,0.481,12.691,0,,Segment_5,25
2025-10-07 18:00:00,1151.44,-1.85,51284.72,0.2767,0.573,12.77,0,,Segment_4,50
2025-10-07 19:00:00,1218.21,-3.93,50681.39,0.2941,0.47,12.68,0,,Segment_2,50
2025-10-07 20:00:00,1198.67,-0.08,47848.78,0.2395,0.448,12.673,0,,Segment_4,50
2025-10-07 21:00:00,1211.23,1.85,49986.75,0.2011,0.483,12.634,0,,Segment_4,0
2025-10-07 22:00:00,1185.04,1.67,51794.96,0.2157,0.375,12.744,0,,Segment_3,25
2025-10-07 23:00:00,1239.83,6.73,50169.26,0.1384,0.392,12.753,0,,Segment_4,75
2025-10-08 00:00:00,1347.89,4.88,49260.68,0.2056,0.532,12.743,0,,Segment_4,50
2025-10-08 01:00:00,1194.63,6.36,50697.49,0.1355,0.432,12.71,0,,Segment_2,0
2025-10-08 02:00:00,1163.79,7.24,52912.97,0.1459,0.551,12.668,0,,Segment_1,0
2025-10-08 03:00:00,1238.7,10.16,52950.74,0.1032,0.579,12.709,0,,Segment_2,50
2025-10-08 04:00:00,1150.14,6.52,49728.74,0.1455,0.464,12.719,0,,Segment_5,75
2025-10-08 05:00:00,1259.47,10.97,49440.15,0.0836,0.515,12.799,0,,Segment_5,75
2025-10-08 06:00:00,1156.53,10.04,52388.69,0.1032,0.646,12.757,0,,Segment_3,50
2025-10-08 07:00:00,1204.96,9.65,50315.87,0.0838,0.501,12.708,0,,Segment_4,25
2025-10-08 08:00:00,1185.33,9.79,47505.35,0.098,0.427,12.63,0,,Segment_4,0
2025-10-08 09:00:00,1170.1,7.97,53621.32,0.1371,0.414,12.771,0,,Segment_4,0
2025-10-08 10:00:00,1073.11,5.03,56853.18,0.233,0.664,12.744,0,,Segment_3,50
2025-10-08 11:00:00,1208.24,7.21,49160.26,0.1246,0.531,12.702,0,,Segment_2,0
2025-10-08 12:00:00,1159.7,5.19,50897.96,0.166,0.657,12.721,0,,Segment_4,0
2025-10-08 13:00:00,1186.53,6.45,49772.69,0.1341,0.493,12.766,0,,Segment_2,75
2025-10-08 14:00:00,1229.3,1.19,47862.69,0.2297,0.484,12.717,0,,Segment_1,100
2025-10-08 15:00:00,1129.76,1.51,51475.22,0.2345,0.44,12.695,0,,Segment_2,50
2025-10-08 16:00:00,1253.72,3.09,50582.44,0.2,0.66,12.731,0,,Segment_4,0
2025-10-08 17:00:00,1247.26,2.31,50291.97,0.2079,0.51,12.761,0,,Segment_1,0
2025-10-08 18:00:00,1280.76,-1.12,47148.06,0.2858,0.378,12.643,0,,Segment_2,0
2025-10-08 19:00:00,1181.38,-0.48,48538.31,0.2472,0.285,12.726,0,,Segment_5,100
2025-10-08 20:00:00,1156.1,0.32,48843.87,0.2417,0.369,12.557,0,,Segment_3,100
2025-10-08 21:00:00,1233.02,4.8,48583.58,0.1724,0.497,12.714,0,,Segment_1,0
2025-10-08 22:00:00,1226.18,0.94,52327.03,0.2335,0.503,12.686,0,,Segment_4,50
2025-10-08 23:00:00,1223.27,5.96,52323.73,0.1573,0.499,12.715,0,,Segment_4,75
2025-10-09 00:00:00,1170.03,9.02,46668.62,0.1197,0.584,12.737,0,,Segment_2,0
2025-10-09 01:00:00,1266.97,10.3,52003.47,0.1049,0.254,12.699,0,,Segment_5,50
2025-10-09 02:00:00,1210.33,7.6,49723.23,0.1161,0.476,12.665,0,,Segment_1,25
2025-10-09 03:00:00,1236.23,9.13,48472.92,0.1093,0.58,12.698,0,,Segment_3,0
2025-10-09 04:00:00,1334.26,12.88,55206.56,0.1078,0.393,12.727,0,,Segment_2,0
2025-10-09 05:00:00,1194.59,13.49,50248.84,0.026,0.678,12.668,0,,Segment_2,75
2025-10-09 06:00:00,1263.13,8.87,50506.12,0.116,0.396,12.726,0,,Segment_4,25
2025-10-09 07:00:00,1232.06,9.92,49912.43,0.0874,0.517,12.694,0,,Segment_2,0
2025-10-09 08:00:00,1123.23,11.43,52555.06,0.0945,0.619,12.669,0,,Segment_4,75
2025-10-09 09:00:00,1254.48,4.85,45089.66,0.1998,0.456,12.671,0,,Segment_3,0
2025-10-09 10:00:00,1256.99,5.84,51187.5,0.1635,0.766,12.697,0,,Segment_1,50
2025-10-09 11:00:00,1197.82,6.51,52398.42,0.1425,0.481,12.741,0,,Segment_3,50
2025-10-09 12:00:00,1175.78,6.85,47897.22,0.1429,0.511,12.735,0,,Segment_2,75
2025-10-09 13:00:00,1218.74,4.41,53304.8,0.1849,0.459,12.768,0,,Segment_5,50
2025-10-09 14:00:00,1251.04,1.94,48639.8,0.2211,0.514,12.693,0,,Segment_2,0
2025-10-09 15:00:00,1225.46,0.99,45630.9,0.2448,0.424,12.674,0,,Segment_4,0
2025-10-09 16:00:00,1235.18,2.44,51894.63,0.2114,0.405,12.744,0,,Segment_2,75
2025-10-09 17:00:00,1220.13,1.14,52073.18,0.227,0.451,12.636,0,,Segment_1,75
2025-10-09 18:00:00,1216.45,1.29,49657.12,0.2132,0.483,12.675,0,,Segment_2,100
2025-10-09 19:00:00,1164.37,1.18,52327.26,0.2332,0.494,12.73,0,,Segment_5,50
2025-10-09 20:00:00,1239.79,-1.1,68196.27,0.364,0.568,12.63,1,flow_surge,Segment_2,100
2025-10-09 21:00:00,1184.18,5.87,48874.86,0.149,0.549,12.737,0,,Segment_1,25
2025-10-09 22:00:00,1171.01,2.87,50572.34,0.1951,0.381,12.74,0,,Segment_5,50
2025-10-09 23:00:00,1243.75,6.89,50400.32,0.1387,0.516,12.815,0,,Segment_1,100
2025-10-10 00:00:00,1196.3,7.33,50088.62,0.1168,0.484,12.704,0,,Segment_3,25
2025-10-10 01:00:00,1104.47,7.5,48565.64,0.1529,0.506,12.72,0,,Segment_5,0
2025-10-10 02:00:00,1137.34,7.77,53162.86,0.1483,0.716,12.656,0,,Segment_2,100
2025-10-10 03:00:00,1245.65,10.12,54551.66,0.1158,0.547,12.687,0,,Segment_1,75
2025-10-10 04:00:00,1123.81,13.21,48423.67,0.0617,0.435,12.775,0,,Segment_5,25
2025-10-10 05:00:00,1108.15,10.42,50042.13,0.0996,0.639,12.643,0,,Segment_3,0
2025-10-10 06:00:00,1166.99,11.45,49462.1,0.0674,0.512,12.636,0,,Segment_2,25
2025-10-10 07:00:00,1153.37,11.81,49296.15,0.0676,0.591,12.682,0,,Segment_5,100
2025-10-10 08:00:00,1204.59,14.04,51430.87,0.0245,0.469,12.702,0,,Segment_4,50
2025-10-10 09:00:00,1197.79,13.63,49772.45,0.0227,0.399,12.697,0,,Segment_3,0
2025-10-10 10:00:00,1129.98,5.22,50546.6,0.1734,0.443,12.68,0,,Segment_2,25
2025-10-10 11:00:00,1170.29,10.79,50744.69,0.0775,0.294,12.674,0,,Segment_1,25
2025-10-10 12:00:00,1210.58,7.45,48797.92,0.124,0.53,12.774,0,,Segment_1,100
2025-10-10 13:00:00,1222.85,6.57,49072.18,0.1397,0.472,12.675,0,,Segment_4,100
2025-10-10 14:00:00,1233.43,3.52,49264.9,0.1878,0.596,12.747,0,,Segment_3,0
2025-10-10 15:00:00,1171.97,-0.48,47736.85,0.2551,0.359,12.69,0,,Segment_2,75
2025-10-10 16:00:00,1199.37,-0.6,48740.32,0.2418,0.449,12.614,0,,Segment_3,50
2025-10-10 17:00:00,1167.26,3.81,49300.52,0.1829,0.413,12.658,0,,Segment_5,75
2025-10-10 18:00:00,1299.8,-0.01,48701.15,0.2663,0.563,12.642,0,,Segment_1,25
2025-10-10 19:00:00,1148.29,3.16,53097.28,0.2134,0.36,12.702,0,,Segment_5,0
2025-10-10 20:00:00,1249.73,-0.39,49748.78,0.2489,0.578,12.739,0,,Segment_4,0
2025-10-10 21:00:00,1175.69,-0.05,52325.79,0.2478,0.519,12.699,0,,Segment_2,50
2025-10-10 22:00:00,1257.86,2.34,50564.82,0.2125,0.432,12.743,0,,Segment_1,75
2025-10-10 23:00:00,1170.96,4.09,52272.55,0.1869,0.649,12.727,0,,Segment_5,100
2025-10-11 00:00:00,1191.85,3.57,51587.44,0.1837,0.526,12.761,0,,Segment_3,75
2025-10-11 01:00:00,1134.9,4.26,52690.61,0.199,0.576,12.667,0,,Segment_1,25
2025-10-11 02:00:00,1231.21,6.41,49004.42,0.1452,0.46,12.723,0,,Segment_4,25
2025-10-11 03:00:00,1170.98,11.34,46437.88,0.086,0.334,12.714,0,,Segment_4,0
2025-10-11 04:00:00,1154.88,12.55,47059.96,0.0695,0.494,12.721,0,,Segment_1,25
2025-10-11 05:00:00,1186.78,8.3,47386.0,0.1206,0.551,12.648,0,,Segment_5,0
2025-10-11 06:00:00,1213.12,9.87,52488.51,0.0962,0.56,12.662,0,,Segment_4,25
2025-10-11 07:00:00,1187.89,11.3,50496.66,0.0626,0.418,12.639,0,,Segment_5,50
2025-10-11 08:00:00,1216.14,12.54,49080.51,0.0478,0.531,12.612,0,,Segment_2,0
2025-10-11 09:00:00,1202.41,8.09,54053.89,0.1287,0.493,12.747,0,,Segment_4,100
2025-10-11 10:00:00,1121.68,5.55,52379.86,0.1822,0.502,12.714,0,,Segment_3,100
2025-10-11 11:00:00,1231.34,8.65,49529.75,0.1086,0.466,12.6,0,,Segment_1,0
2025-10-11 12:00:00,1209.56,4.14,49179.04,0.171,0.498,12.666,0,,Segment_2,75
2025-10-11 13:00:00,1160.96,2.01,50032.52,0.2081,0.39,12.677,0,,Segment_4,0
2025-10-11 14:00:00,1173.3,3.26,51772.74,0.1956,0.648,12.772,0,,Segment_2,0
2025-10-11 15:00:00,1117.76,3.93,50481.82,0.1964,0.488,12.691,0,,Segment_3,25
2025-10-11 16:00:00,1117.45,-0.64,49412.73,0.2657,0.356,12.619,0,,Segment_2,75
2025-10-11 17:00:00,1188.23,2.88,52577.86,0.2011,0.426,12.787,0,,Segment_5,75
2025-10-11 18:00:00,1165.34,1.18,51990.98,0.2309,0.481,12.634,0,,Segment_2,100
2025-10-11 19:00:00,1154.28,-2.51,49962.99,0.2781,0.444,12.761,0,,Segment_5,100
2025-10-11 20:00:00,1153.51,-2.15,47907.67,0.2853,0.394,12.693,0,,Segment_4,25
2025-10-11 21:00:00,1345.38,4.24,48620.34,0.2182,0.446,12.701,0,,Segment_5,75
2025-10-11 22:00:00,1182.15,4.24,50318.27,0.1693,0.678,12.665,0,,Segment_3,100
2025-10-11 23:00:00,1229.65,2.52,46260.84,0.2195,0.463,12.637,0,,Segment_3,25
2025-10-12 00:00:00,1206.08,3.28,48200.46,0.1886,0.482,12.671,0,,Segment_2,50
2025-10-12 01:00:00,1265.94,8.31,48720.77,0.1299,0.563,12.638,0,,Segment_3,25
2025-10-12 02:00:00,1198.93,9.8,50406.78,0.0807,0.513,12.708,0,,Segment_3,0
2025-10-12 03:00:00,1206.42,9.22,46507.56,0.1098,0.554,12.676,0,,Segment_3,100
2025-10-12 04:00:00,1166.58,10.6,46662.36,0.0971,0.59,12.69,0,,Segment_4,0
2025-10-12 05:00:00,1193.51,8.15,51760.04,0.1154,0.355,12.737,0,,Segment_3,100
2025-10-12 06:00:00,1100.66,11.45,44980.9,0.1164,0.55,12.733,0,,Segment_3,75
