timestamp,solar_generation_kw,demand_kw,battery_charge_kw,battery_discharge_kw,battery_soc_percent,battery_temp_c,grid_export_kw,grid_import_kw,system_efficiency,anomaly_flag
2025-10-01 19:15:00,6.77,86.48,0.0,0.0,10.0,9.41,0,79.71,0.9656,0
2025-10-01 19:30:00,7.58,99.08,0.0,0.0,10.0,12.34,0,91.5,0.9627,0
2025-10-01 19:45:00,6.86,92.5,0.0,0.0,10.0,10.84,0,85.63,0.9642,0
2025-10-01 20:00:00,0.0,94.11,0.0,0.0,10.0,9.78,0,94.11,0.9652,0
2025-10-01 20:15:00,0.0,90.93,0.0,0.0,10.0,11.6,0,90.93,0.9634,0
2025-10-01 20:30:00,0.0,91.06,0.0,0.0,10.0,12.97,0,91.06,0.962,0
2025-10-01 20:45:00,0.0,86.98,0.0,0.0,10.0,9.33,0,86.98,0.9657,0
2025-10-01 21:00:00,0.0,80.65,0.0,0.0,10.0,12.75,0,80.65,0.9622,0
2025-10-01 21:15:00,0.0,86.15,0.0,0.0,10.0,13.31,0,86.15,0.9617,0
2025-10-01 21:30:00,0.0,92.37,0.0,0.0,10.0,13.72,0,92.37,0.9613,0
2025-10-01 21:45:00,0.0,81.76,0.0,0.0,10.0,13.4,0,81.76,0.9616,0
2025-10-01 22:00:00,0.0,40.3,0.0,0.0,10.0,16.05,0,40.3,0.959,0
2025-10-01 22:15:00,0.0,39.76,0.0,0.0,10.0,14.51,0,39.76,0.9605,0
2025-10-01 22:30:00,0.0,37.99,0.0,0.0,10.0,15.61,0,37.99,0.9594,0
2025-10-01 22:45:00,0.0,44.43,0.0,0.0,10.0,15.8,0,44.43,0.9592,0
2025-10-01 23:00:00,0.0,42.49,0.0,0.0,10.0,18.78,0,42.49,0.9562,0
2025-10-01 23:15:00,0.0,41.01,0.0,0.0,10.0,17.81,0,41.01,0.9572,0
2025-10-01 23:30:00,0.0,44.02,0.0,0.0,10.0,18.45,0,44.02,0.9566,0
2025-10-01 23:45:00,0.0,35.26,0.0,0.0,10.0,17.94,0,35.26,0.9571,0
2025-10-02 00:00:00,0.0,40.52,0.0,0.0,10.0,19.57,0,40.52,0.9554,0
2025-10-02 00:15:00,0.0,31.02,0.0,0.0,10.0,18.93,0,31.02,0.9561,0
2025-10-02 00:30:00,0.0,30.72,0.0,0.0,10.0,19.55,0,30.72,0.9555,0
2025-10-02 00:45:00,0.0,34.47,0.0,0.0,10.0,20.39,0,34.47,0.9546,0
2025-10-02 01:00:00,0.0,41.22,0.0,0.0,10.0,23.01,0,41.22,0.952,0
2025-10-02 01:15:00,0.0,33.16,0.0,0.0,10.0,22.33,0,33.16,0.9527,0
2025-10-02 01:30:00,0.0,37.2,0.0,0.0,10.0,23.34,0,37.2,0.9517,0
2025-10-02 01:45:00,0.0,22.32,0.0,0.0,10.0,22.1,0,22.32,0.9529,0
2025-10-02 02:00:00,0.0,35.03,0.0,0.0,10.0,25.09,0,35.03,0.9499,0
2025-10-02 02:15:00,0.0,31.33,0.0,0.0,10.0,24.96,0,31.33,0.95,0
2025-10-02 02:30:00,0.0,17.13,0.0,0.0,10.0,22.92,0,17.13,0.9521,0
2025-10-02 02:45:00,0.0,39.17,0.0,0.0,10.0,23.92,0,39.17,0.9511,0
2025-10-02 03:00:00,0.0,24.65,0.0,0.0,10.0,25.84,0,24.65,0.9492,0
2025-10-02 03:15:00,0.0,25.94,0.0,0.0,10.0,26.94,0,25.94,0.9481,0
2025-10-02 03:30:00,0.0,25.82,0.0,0.0,10.0,25.65,0,25.82,0.9493,0
2025-10-02 03:45:00,0.0,28.63,0.0,0.0,10.0,27.19,0,28.63,0.9478,0
2025-10-02 04:00:00,0.0,26.63,0.0,0.0,10.0,30.17,0,26.63,0.9448,0
2025-10-02 04:15:00,0.0,28.4,0.0,0.0,10.0,27.82,0,28.4,0.9472,0
2025-10-02 04:30:00,0.0,29.07,0.0,0.0,10.0,30.63,0,29.07,0.9444,0
2025-10-02 04:45:00,0.0,33.19,0.0,0.0,10.0,27.73,0,33.19,0.9473,0
2025-10-02 05:00:00,0.0,32.46,0.0,0.0,10.0,28.96,0,32.46,0.946,0
2025-10-02 05:15:00,0.0,30.65,0.0,0.0,10.0,31.73,0,30.65,0.9433,0
2025-10-02 05:30:00,0.0,25.11,0.0,0.0,10.0,30.42,0,25.11,0.9446,0
2025-10-02 05:45:00,0.0,28.68,0.0,0.0,10.0,29.82,0,28.68,0.9452,0
2025-10-02 06:00:00,0.0,79.33,0.0,0.0,10.0,31.04,0,79.33,0.944,0
2025-10-02 06:15:00,0.0,81.71,0.0,0.0,10.0,28.53,0,81.71,0.9465,0
2025-10-02 06:30:00,0.0,71.06,0.0,0.0,10.0,30.09,0,71.06,0.9449,0
2025-10-02 06:45:00,0.0,77.99,0.0,0.0,10.0,27.85,0,77.99,0.9472,0
2025-10-02 07:00:00,7.72,78.62,0.0,0.0,10.0,27.87,0,70.9,0.9471,0
2025-10-02 07:15:00,6.27,79.97,0.0,0.0,10.0,30.02,0,73.7,0.945,0
2025-10-02 07:30:00,8.15,80.61,0.0,0.0,10.0,30.24,0,72.46,0.9448,0
2025-10-02 07:45:00,6.69,73.61,0.0,0.0,10.0,29.52,0,66.93,0.9455,0
2025-10-02 08:00:00,13.31,85.68,0.0,0.0,10.0,28.71,0,72.36,0.9463,0
2025-10-02 08:15:00,12.68,83.92,0.0,0.0,10.0,28.84,0,71.24,0.9462,0
2025-10-02 08:30:00,13.66,81.43,0.0,0.0,10.0,28.36,0,67.77,0.9466,0
2025-10-02 08:45:00,13.18,75.74,0.0,0.0,10.0,28.8,0,62.56,0.9462,0
2025-10-02 09:00:00,23.93,55.9,0.0,0.0,10.0,26.14,0,31.97,0.9489,0
2025-10-02 09:15:00,20.12,66.82,0.0,0.0,10.0,26.02,0,46.7,0.949,0
2025-10-02 09:30:00,18.75,57.74,0.0,0.0,10.0,25.58,0,38.99,0.9494,0
2025-10-02 09:45:00,20.48,59.28,0.0,0.0,10.0,26.1,0,38.8,0.9489,0
2025-10-02 10:00:00,23.65,60.77,0.0,0.0,10.0,26.27,0,37.12,0.9487,0
2025-10-02 10:15:00,23.55,63.73,0.0,0.0,10.0,25.99,0,40.18,0.949,0
2025-10-02 10:30:00,26.45,52.96,0.0,0.0,10.0,25.56,0,26.52,0.9494,0
2025-10-02 10:45:00,23.01,58.17,0.0,0.0,10.0,26.37,0,35.16,0.9486,0
2025-10-02 11:00:00,35.99,54.03,0.0,0.0,10.0,23.8,0,18.04,0.9512,0
2025-10-02 11:15:00,26.56,58.41,0.0,0.0,10.0,22.54,0,31.85,0.9525,0
2025-10-02 11:30:00,33.68,62.76,0.0,0.0,10.0,21.92,0,29.08,0.9531,0
2025-10-02 11:45:00,30.99,57.92,0.0,0.0,10.0,23.61,0,26.94,0.9514,0
2025-10-02 12:00:00,31.88,65.82,0.0,0.0,10.0,20.56,0,33.94,0.9544,0
2025-10-02 12:15:00,37.81,67.25,0.0,0.0,10.0,19.09,0,29.44,0.9559,0
2025-10-02 12:30:00,31.2,57.3,0.0,0.0,10.0,17.66,0,26.1,0.9573,0
2025-10-02 12:45:00,33.45,58.84,0.0,0.0,10.0,19.85,0,25.39,0.9552,0
2025-10-02 13:00:00,34.49,49.38,0.0,0.0,10.0,17.62,0,14.89,0.9574,0
2025-10-02 13:15:00,30.55,52.28,0.0,0.0,10.0,17.22,0,21.73,0.9578,0
2025-10-02 13:30:00,37.14,59.2,0.0,0.0,10.0,16.61,0,22.07,0.9584,0
2025-10-02 13:45:00,36.04,50.12,0.0,0.0,10.0,17.83,0,14.08,0.9572,0
2025-10-02 14:00:00,32.62,49.87,0.0,0.0,10.0,14.09,0,17.25,0.9609,0
2025-10-02 14:15:00,31.66,59.77,0.0,0.0,10.0,14.85,0,28.1,0.9601,0
2025-10-02 14:30:00,30.96,60.45,0.0,0.0,10.0,15.51,0,29.5,0.9595,0
2025-10-02 14:45:00,33.44,56.58,0.0,0.0,10.0,14.71,0,23.14,0.9603,0
2025-10-02 15:00:00,25.81,67.17,0.0,0.0,10.0,12.28,0,41.35,0.9627,0
2025-10-02 15:15:00,26.44,60.28,0.0,0.0,10.0,13.97,0,33.83,0.961,0
2025-10-02 15:30:00,25.58,57.19,0.0,0.0,10.0,14.21,0,31.61,0.9608,0
2025-10-02 15:45:00,25.41,59.3,0.0,0.0,10.0,13.06,0,33.9,0.9619,0
2025-10-02 16:00:00,27.64,56.68,0.0,0.0,10.0,9.93,0,29.04,0.9651,0
2025-10-02 16:15:00,30.07,60.18,0.0,0.0,10.0,11.75,0,30.11,0.9633,0
2025-10-02 16:30:00,24.9,59.89,0.0,0.0,10.0,13.62,0,34.99,0.9614,0
2025-10-02 16:45:00,27.96,57.14,0.0,0.0,10.0,10.72,0,29.18,0.9643,0
2025-10-02 17:00:00,19.3,85.92,0.0,0.0,10.0,10.71,0,66.62,0.9643,0
2025-10-02 17:15:00,23.57,94.15,0.0,0.0,10.0,9.12,0,70.58,0.9659,0
2025-10-02 17:30:00,19.28,91.65,0.0,0.0,10.0,10.48,0,72.37,0.9645,0
2025-10-02 17:45:00,22.23,85.88,0.0,0.0,10.0,11.44,0,63.65,0.9636,0
2025-10-02 18:00:00,17.2,97.01,0.0,0.0,10.0,9.66,0,79.81,0.9653,0
2025-10-02 18:15:00,15.84,93.53,0.0,0.0,10.0,10.92,0,77.7,0.9641,0
2025-10-02 18:30:00,12.72,91.55,0.0,0.0,10.0,9.77,0,78.82,0.9652,0
2025-10-02 18:45:00,13.91,83.83,0.0,0.0,10.0,10.65,0,69.92,0.9644,0
2025-10-02 19:00:00,6.32,99.61,0.0,0.0,10.0,9.95,0,93.29,0.965,0
2025-10-02 19:15:00,6.4,93.96,0.0,0.0,10.0,9.14,0,87.57,0.9659,0
2025-10-02 19:30:00,6.52,98.59,0.0,0.0,10.0,9.1,0,92.07,0.9659,0
2025-10-02 19:45:00,7.85,94.71,0.0,0.0,10.0,11.34,0,86.86,0.9637,0
2025-10-02 20:00:00,0.0,92.0,0.0,0.0,10.0,10.29,0,92.0,0.9647,0
2025-10-02 20:15:00,0.0,86.63,0.0,0.0,10.0,12.32,0,86.63,0.9627,0
2025-10-02 20:30:00,0.0,84.61,0.0,0.0,10.0,9.93,0,84.61,0.9651,0
2025-10-02 20:45:00,0.0,90.86,0.0,0.0,10.0,11.95,0,90.86,0.9631,0
2025-10-02 21:00:00,0.0,86.63,0.0,0.0,10.0,14.38,0,86.63,0.9606,0
2025-10-02 21:15:00,0.0,81.83,0.0,0.0,10.0,12.29,0,81.83,0.9627,0
2025-10-02 21:30:00,0.0,79.4,0.0,0.0,10.0,13.51,0,79.4,0.9615,0
2025-10-02 21:45:00,0.0,88.72,0.0,0.0,10.0,13.35,0,88.72,0.9616,0
2025-10-02 22:00:00,0.0,30.36,0.0,0.0,10.0,16.02,0,30.36,0.959,0
2025-10-02 22:15:00,0.0,28.07,0.0,0.0,10.0,13.63,0,28.07,0.9614,0
2025-10-02 22:30:00,0.0,43.42,0.0,0.0,10.0,15.52,0,43.42,0.9595,0
2025-10-02 22:45:00,0.0,39.39,0.0,0.0,10.0,15.68,0,39.39,0.9593,0
2025-10-02 23:00:00,0.0,43.56,0.0,0.0,10.0,17.09,0,43.56,0.9579,0
2025-10-02 23:15:00,0.0,36.54,0.0,0.0,10.0,17.58,0,36.54,0.9574,0
2025-10-02 23:30:00,0.0,44.55,0.0,0.0,10.0,18.45,0,44.55,0.9566,0
2025-10-02 23:45:00,0.0,46.23,0.0,0.0,10.0,16.84,0,46.23,0.9582,0
2025-10-03 00:00:00,0.0,29.39,0.0,0.0,10.0,20.05,0,29.39,0.9549,0
2025-10-03 00:15:00,0.0,24.94,0.0,0.0,10.0,19.43,0,24.94,0.9556,0
2025-10-03 00:30:00,0.0,36.0,0.0,0.0,10.0,19.09,0,36.0,0.9559,0
2025-10-03 00:45:00,0.0,31.8,0.0,0.0,10.0,18.22,0,31.8,0.9568,0
2025-10-03 01:00:00,0.0,26.66,0.0,0.0,10.0,22.7,0,26.66,0.9523,0
2025-10-03 01:15:00,0.0,33.77,0.0,0.0,10.0,22.26,0,33.77,0.9527,0
2025-10-03 01:30:00,0.0,29.81,0.0,0.0,10.0,23.01,0,29.81,0.952,0
2025-10-03 01:45:00,0.0,30.18,0.0,0.0,10.0,22.81,0,30.18,0.9522,0
2025-10-03 02:00:00,0.0,25.61,0.0,0.0,10.0,24.88,0,25.61,0.9501,0
2025-10-03 02:15:00,0.0,34.48,0.0,0.0,10.0,23.6,0,34.48,0.9514,0
2025-10-03 02:30:00,0.0,26.12,0.0,0.0,10.0,25.71,0,26.12,0.9493,0
2025-10-03 02:45:00,0.0,32.65,0.0,0.0,10.0,23.9,0,32.65,0.9511,0
2025-10-03 03:00:00,0.0,26.2,0.0,0.0,10.0,29.55,0,26.2,0.9454,0
2025-10-03 03:15:00,0.0,30.17,0.0,0.0,10.0,28.07,0,30.17,0.9469,0
2025-10-03 03:30:00,0.0,29.56,0.0,0.0,10.0,25.78,0,29.56,0.9492,0
2025-10-03 03:45:00,0.0,31.8,0.0,0.0,10.0,27.65,0,31.8,0.9474,0
2025-10-03 04:00:00,0.0,37.99,0.0,0.0,10.0,30.26,0,37.99,0.9447,0
2025-10-03 04:15:00,0.0,28.09,0.0,0.0,10.0,26.89,0,28.09,0.9481,0
2025-10-03 04:30:00,0.0,17.4,0.0,0.0,10.0,27.52,0,17.4,0.9475,0
2025-10-03 04:45:00,0.0,30.5,0.0,0.0,10.0,26.87,0,30.5,0.9481,0
2025-10-03 05:00:00,0.0,28.22,0.0,0.0,10.0,29.55,0,28.22,0.9454,0
2025-10-03 05:15:00,0.0,28.21,0.0,0.0,10.0,29.42,0,28.21,0.9456,0
2025-10-03 05:30:00,0.0,38.62,0.0,0.0,10.0,31.17,0,38.62,0.9438,0
2025-10-03 05:45:00,0.0,28.47,0.0,0.0,10.0,30.49,0,28.47,0.9445,0
2025-10-03 06:00:00,0.0,87.49,0.0,0.0,10.0,29.56,0,87.49,0.9454,0
2025-10-03 06:15:00,0.0,77.72,0.0,0.0,10.0,29.45,0,77.72,0.9455,0
2025-10-03 06:30:00,0.0,82.17,0.0,0.0,10.0,29.9,0,82.17,0.9451,0
2025-10-03 06:45:00,0.0,70.67,0.0,0.0,10.0,30.46,0,70.67,0.9445,0
2025-10-03 07:00:00,8.51,79.01,0.0,0.0,10.0,29.62,0,70.51,0.9454,0
2025-10-03 07:15:00,6.75,90.55,0.0,0.0,10.0,31.49,0,83.8,0.9435,0
2025-10-03 07:30:00,8.18,75.16,0.0,0.0,10.0,30.05,0,66.98,0.9449,0
2025-10-03 07:45:00,8.1,76.32,0.0,0.0,10.0,28.54,0,68.23,0.9465,0
2025-10-03 08:00:00,12.48,79.65,0.0,0.0,10.0,28.39,0,67.17,0.9466,0
2025-10-03 08:15:00,12.21,83.01,0.0,0.0,10.0,27.2,0,70.8,0.9478,0
2025-10-03 08:30:00,13.93,79.42,0.0,0.0,10.0,28.64,0,65.49,0.9464,0
2025-10-03 08:45:00,12.21,85.96,0.0,0.0,10.0,27.64,0,73.75,0.9474,0
2025-10-03 09:00:00,21.22,56.21,0.0,0.0,10.0,26.55,0,34.99,0.9484,0
2025-10-03 09:15:00,21.63,58.5,0.0,0.0,10.0,24.95,0,36.87,0.95,0
2025-10-03 09:30:00,17.5,65.0,0.0,0.0,10.0,27.21,0,47.5,0.9478,0
2025-10-03 09:45:00,22.23,48.57,0.0,0.0,10.0,27.19,0,26.34,0.9478,0
2025-10-03 10:00:00,29.14,61.03,0.0,0.0,10.0,25.26,0,31.89,0.9497,0
2025-10-03 10:15:00,25.04,65.31,0.0,0.0,10.0,25.1,0,40.27,0.9499,0
2025-10-03 10:30:00,29.83,51.97,0.0,0.0,10.0,24.43,0,22.14,0.9506,0
2025-10-03 10:45:00,27.27,58.53,0.0,0.0,10.0,23.49,0,31.25,0.9515,0
2025-10-03 11:00:00,34.88,64.99,0.0,0.0,10.0,22.59,0,30.11,0.9524,0
2025-10-03 11:15:00,32.83,56.45,0.0,0.0,10.0,21.08,0,23.62,0.9539,0
2025-10-03 11:30:00,27.49,64.36,0.0,0.0,10.0,21.45,0,36.87,0.9535,0
2025-10-03 11:45:00,35.57,67.42,0.0,0.0,10.0,23.19,0,31.85,0.9518,0
2025-10-03 12:00:00,30.41,54.59,0.0,0.0,10.0,19.66,0,24.18,0.9553,0
2025-10-03 12:15:00,36.68,57.16,0.0,0.0,10.0,20.92,0,20.48,0.9541,0
2025-10-03 12:30:00,37.24,56.86,0.0,0.0,10.0,19.08,0,19.62,0.9559,0
2025-10-03 12:45:00,33.26,60.99,0.0,0.0,10.0,20.07,0,27.73,0.9549,0
2025-10-03 13:00:00,31.72,53.23,0.0,0.0,10.0,18.22,0,21.52,0.9568,0
2025-10-03 13:15:00,30.13,58.89,0.0,0.0,10.0,16.48,0,28.76,0.9585,0
2025-10-03 13:30:00,30.13,56.43,0.0,0.0,10.0,15.94,0,26.3,0.9591,0
2025-10-03 13:45:00,38.8,62.98,0.0,0.0,10.0,17.02,0,24.17,0.958,0
2025-10-03 14:00:00,28.68,56.06,0.0,0.0,10.0,16.3,0,27.38,0.9587,0
2025-10-03 14:15:00,38.36,67.87,0.0,0.0,10.0,17.12,0,29.51,0.9579,0
2025-10-03 14:30:00,31.94,61.51,0.0,0.0,10.0,13.99,0,29.56,0.961,0
2025-10-03 14:45:00,36.26,49.61,0.0,0.0,10.0,14.49,0,13.35,0.9605,0
2025-10-03 15:00:00,32.0,54.07,0.0,0.0,10.0,13.46,0,22.07,0.9615,0
2025-10-03 15:15:00,26.83,63.2,0.0,0.0,10.0,12.7,0,36.36,0.9623,0
2025-10-03 15:30:00,30.32,62.01,0.0,0.0,10.0,12.02,0,31.69,0.963,0
2025-10-03 15:45:00,35.18,61.99,0.0,0.0,10.0,12.39,0,26.8,0.9626,0
2025-10-03 16:00:00,24.18,45.54,0.0,0.0,10.0,10.66,0,21.37,0.9643,0
2025-10-03 16:15:00,22.33,59.2,0.0,0.0,10.0,11.02,0,36.87,0.964,0
2025-10-03 16:30:00,25.57,59.1,0.0,0.0,10.0,12.2,0,33.53,0.9628,0
2025-10-03 16:45:00,22.32,61.28,0.0,0.0,10.0,10.53,0,38.96,0.9645,0
2025-10-03 17:00:00,22.26,90.42,0.0,0.0,10.0,11.34,0,68.16,0.9637,0
2025-10-03 17:15:00,22.54,92.43,0.0,0.0,10.0,9.03,0,69.89,0.966,0
2025-10-03 17:30:00,18.92,76.09,0.0,0.0,10.0,12.23,0,57.16,0.9628,0
2025-10-03 17:45:00,19.07,90.15,0.0,0.0,10.0,9.45,0,71.07,0.9656,0
2025-10-03 18:00:00,12.76,100.28,0.0,0.0,10.0,8.34,0,87.52,0.9667,0
2025-10-03 18:15:00,13.14,98.08,0.0,0.0,10.0,9.68,0,84.94,0.9653,0
2025-10-03 18:30:00,16.07,83.14,0.0,0.0,10.0,9.11,0,67.07,0.9659,0
2025-10-03 18:45:00,15.61,88.21,0.0,0.0,10.0,11.38,0,72.6,0.9636,0
2025-10-03 19:00:00,6.76,91.92,0.0,0.0,10.0,10.86,0,85.16,0.9641,0
2025-10-03 19:15:00,8.8,88.81,0.0,0.0,10.0,10.28,0,80.01,0.9647,0
2025-10-03 19:30:00,7.95,85.73,0.0,0.0,10.0,10.0,0,77.79,0.965,0
2025-10-03 19:45:00,6.56,86.23,0.0,0.0,10.0,11.32,0,79.68,0.9637,0
2025-10-03 20:00:00,0.0,85.27,0.0,0.0,10.0,11.23,0,85.27,0.9638,0
2025-10-03 20:15:00,0.0,92.81,0.0,0.0,10.0,12.06,0,92.81,0.9629,0
2025-10-03 20:30:00,0.0,89.09,0.0,0.0,10.0,10.23,0,89.09,0.9648,0
2025-10-03 20:45:00,0.0,86.68,0.0,0.0,10.0,10.15,0,86.68,0.9648,0
2025-10-03 21:00:00,0.0,95.15,0.0,0.0,10.0,12.25,0,95.15,0.9628,0
